water_risk_id,indicator,year,scenario,value,main_id,source_id
water_risk-e05ed9fe-2050-pes-1,Water Stress Label,2050,pes,Low (<10%),YT-MAIN-e05ed9fe,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e05ed9fe-2050-pes-2,Water Depletion Label,2050,pes,Low (<5%),YT-MAIN-e05ed9fe,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e05ed9fe-2050-pes-3,Interannual Variability Label,2050,pes,Low - Medium (0.25-0.50),YT-MAIN-e05ed9fe,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e05ed9fe-2050-opt-1,Water Stress Label,2050,opt,Low (<10%),YT-MAIN-e05ed9fe,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e05ed9fe-2050-opt-2,Water Depletion Label,2050,opt,Low (<5%),YT-MAIN-e05ed9fe,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e05ed9fe-2050-opt-3,Interannual Variability Label,2050,opt,Low - Medium (0.25-0.50),YT-MAIN-e05ed9fe,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e05ed9fe-2080-bau-1,Water Stress Label,2080,bau,Low (<10%),YT-MAIN-e05ed9fe,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e05ed9fe-2080-bau-2,Water Depletion Label,2080,bau,Low (<5%),YT-MAIN-e05ed9fe,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e05ed9fe-2080-bau-3,Interannual Variability Label,2080,bau,Low - Medium (0.25-0.50),YT-MAIN-e05ed9fe,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e05ed9fe-2080-pes-1,Water Stress Label,2080,pes,Low (<10%),YT-MAIN-e05ed9fe,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e05ed9fe-2080-pes-2,Water Depletion Label,2080,pes,Low (<5%),YT-MAIN-e05ed9fe,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e05ed9fe-2080-pes-3,Interannual Variability Label,2080,pes,Low - Medium (0.25-0.50),YT-MAIN-e05ed9fe,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e05ed9fe-2080-opt-1,Water Stress Label,2080,opt,Low (<10%),YT-MAIN-e05ed9fe,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e05ed9fe-2080-opt-2,Water Depletion Label,2080,opt,Low (<5%),YT-MAIN-e05ed9fe,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e05ed9fe-2080-opt-3,Interannual Variability Label,2080,opt,Low - Medium (0.25-0.50),YT-MAIN-e05ed9fe,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2020-baseline-1,Water Stress Label,2020,baseline,Low (<10%),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2020-baseline-3,Interannual Variability Label,2020,baseline,Low - Medium (0.25-0.50),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,Low (<-5),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2030-bau-1,Water Stress Label,2030,bau,Low (<10%),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2030-bau-2,Water Depletion Label,2030,bau,Low (<5%),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2030-bau-3,Interannual Variability Label,2030,bau,Low - Medium (0.25-0.50),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2030-pes-1,Water Stress Label,2030,pes,Low (<10%),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2030-pes-2,Water Depletion Label,2030,pes,Low (<5%),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2030-pes-3,Interannual Variability Label,2030,pes,Low - Medium (0.25-0.50),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2030-opt-1,Water Stress Label,2030,opt,Low (<10%),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2030-opt-2,Water Depletion Label,2030,opt,Low (<5%),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2030-opt-3,Interannual Variability Label,2030,opt,Low - Medium (0.25-0.50),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2050-bau-1,Water Stress Label,2050,bau,Low (<10%),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2050-bau-2,Water Depletion Label,2050,bau,Low (<5%),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2050-bau-3,Interannual Variability Label,2050,bau,Low - Medium (0.25-0.50),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2050-pes-1,Water Stress Label,2050,pes,Low (<10%),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2050-pes-2,Water Depletion Label,2050,pes,Low (<5%),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2050-pes-3,Interannual Variability Label,2050,pes,Low - Medium (0.25-0.50),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2050-opt-1,Water Stress Label,2050,opt,Low (<10%),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2050-opt-2,Water Depletion Label,2050,opt,Low (<5%),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2050-opt-3,Interannual Variability Label,2050,opt,Low - Medium (0.25-0.50),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2080-bau-1,Water Stress Label,2080,bau,Low (<10%),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2080-bau-2,Water Depletion Label,2080,bau,Low (<5%),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2080-bau-3,Interannual Variability Label,2080,bau,Low - Medium (0.25-0.50),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2080-pes-1,Water Stress Label,2080,pes,Low (<10%),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2080-pes-2,Water Depletion Label,2080,pes,Low (<5%),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2080-pes-3,Interannual Variability Label,2080,pes,Low - Medium (0.25-0.50),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2080-opt-1,Water Stress Label,2080,opt,Low (<10%),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2080-opt-2,Water Depletion Label,2080,opt,Low (<5%),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d59f82aa-2080-opt-3,Interannual Variability Label,2080,opt,Low - Medium (0.25-0.50),QC-MAIN-d59f82aa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2020-baseline-1,Water Stress Label,2020,baseline,Low (<10%),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2020-baseline-3,Interannual Variability Label,2020,baseline,Low - Medium (0.25-0.50),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,Low - Medium (-5 to 0),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2030-bau-1,Water Stress Label,2030,bau,Low (<10%),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2030-bau-2,Water Depletion Label,2030,bau,Low (<5%),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2030-bau-3,Interannual Variability Label,2030,bau,Low - Medium (0.25-0.50),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2030-pes-1,Water Stress Label,2030,pes,Low (<10%),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2030-pes-2,Water Depletion Label,2030,pes,Low (<5%),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2030-pes-3,Interannual Variability Label,2030,pes,Low - Medium (0.25-0.50),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2030-opt-1,Water Stress Label,2030,opt,Low (<10%),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2030-opt-2,Water Depletion Label,2030,opt,Low (<5%),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2030-opt-3,Interannual Variability Label,2030,opt,Low - Medium (0.25-0.50),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2050-bau-1,Water Stress Label,2050,bau,Low (<10%),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2050-bau-2,Water Depletion Label,2050,bau,Low (<5%),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2050-bau-3,Interannual Variability Label,2050,bau,Low - Medium (0.25-0.50),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2050-pes-1,Water Stress Label,2050,pes,Low (<10%),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2050-pes-2,Water Depletion Label,2050,pes,Low (<5%),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2050-pes-3,Interannual Variability Label,2050,pes,Low - Medium (0.25-0.50),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2050-opt-1,Water Stress Label,2050,opt,Low (<10%),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2050-opt-2,Water Depletion Label,2050,opt,Low (<5%),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2050-opt-3,Interannual Variability Label,2050,opt,Low - Medium (0.25-0.50),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2080-bau-1,Water Stress Label,2080,bau,Low (<10%),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2080-bau-2,Water Depletion Label,2080,bau,Low (<5%),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2080-bau-3,Interannual Variability Label,2080,bau,Low - Medium (0.25-0.50),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2080-pes-1,Water Stress Label,2080,pes,Low (<10%),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2080-pes-2,Water Depletion Label,2080,pes,Low (<5%),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2080-pes-3,Interannual Variability Label,2080,pes,Low - Medium (0.25-0.50),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2080-opt-1,Water Stress Label,2080,opt,Low (<10%),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2080-opt-2,Water Depletion Label,2080,opt,Low (<5%),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-b1b28b01-2080-opt-3,Interannual Variability Label,2080,opt,Low - Medium (0.25-0.50),NT-MAIN-b1b28b01,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2020-baseline-1,Water Stress Label,2020,baseline,Low - Medium (10-20%),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2020-baseline-3,Interannual Variability Label,2020,baseline,Medium - High (0.50-0.75),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,Low - Medium (-5 to 0),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2030-bau-1,Water Stress Label,2030,bau,Medium-high (20-40%),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2030-bau-2,Water Depletion Label,2030,bau,Low (<5%),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2030-bau-3,Interannual Variability Label,2030,bau,High (0.75-1.00),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2030-pes-1,Water Stress Label,2030,pes,High (40-80%),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2030-pes-2,Water Depletion Label,2030,pes,Medium - High (25-50%),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2030-pes-3,Interannual Variability Label,2030,pes,High (0.75-1.00),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2030-opt-1,Water Stress Label,2030,opt,Medium-high (20-40%),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2030-opt-2,Water Depletion Label,2030,opt,Low - Medium (5-25%),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2030-opt-3,Interannual Variability Label,2030,opt,High (0.75-1.00),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2050-bau-1,Water Stress Label,2050,bau,Low-medium (10-20%),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2050-bau-2,Water Depletion Label,2050,bau,Low (<5%),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2050-bau-3,Interannual Variability Label,2050,bau,High (0.75-1.00),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2050-pes-1,Water Stress Label,2050,pes,Medium-high (20-40%),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2050-pes-2,Water Depletion Label,2050,pes,Low - Medium (5-25%),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2050-pes-3,Interannual Variability Label,2050,pes,High (0.75-1.00),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2050-opt-1,Water Stress Label,2050,opt,Low-medium (10-20%),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2050-opt-2,Water Depletion Label,2050,opt,Low (<5%),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2050-opt-3,Interannual Variability Label,2050,opt,Medium - High (0.50-0.75),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2080-bau-1,Water Stress Label,2080,bau,Low-medium (10-20%),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2080-bau-2,Water Depletion Label,2080,bau,Low (<5%),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2080-bau-3,Interannual Variability Label,2080,bau,Medium - High (0.50-0.75),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2080-pes-1,Water Stress Label,2080,pes,Medium-high (20-40%),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2080-pes-2,Water Depletion Label,2080,pes,Low - Medium (5-25%),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2080-pes-3,Interannual Variability Label,2080,pes,High (0.75-1.00),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2080-opt-1,Water Stress Label,2080,opt,Medium-high (20-40%),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2080-opt-2,Water Depletion Label,2080,opt,Low - Medium (5-25%),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-63f096a6-2080-opt-3,Interannual Variability Label,2080,opt,Medium - High (0.50-0.75),AB-MAIN-63f096a6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2020-baseline-1,Water Stress Label,2020,baseline,Low (<10%),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2020-baseline-3,Interannual Variability Label,2020,baseline,Low - Medium (0.25-0.50),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,Low (<-5),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2030-bau-1,Water Stress Label,2030,bau,Low (<10%),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2030-bau-2,Water Depletion Label,2030,bau,Low (<5%),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2030-bau-3,Interannual Variability Label,2030,bau,Low - Medium (0.25-0.50),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2030-pes-1,Water Stress Label,2030,pes,Low (<10%),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2030-pes-2,Water Depletion Label,2030,pes,Low (<5%),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2030-pes-3,Interannual Variability Label,2030,pes,Low - Medium (0.25-0.50),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2030-opt-1,Water Stress Label,2030,opt,Low (<10%),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2030-opt-2,Water Depletion Label,2030,opt,Low (<5%),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2030-opt-3,Interannual Variability Label,2030,opt,Low - Medium (0.25-0.50),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2050-bau-1,Water Stress Label,2050,bau,Low (<10%),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2050-bau-2,Water Depletion Label,2050,bau,Low (<5%),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2050-bau-3,Interannual Variability Label,2050,bau,Low - Medium (0.25-0.50),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2050-pes-1,Water Stress Label,2050,pes,Low (<10%),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2050-pes-2,Water Depletion Label,2050,pes,Low (<5%),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2050-pes-3,Interannual Variability Label,2050,pes,Low - Medium (0.25-0.50),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2050-opt-1,Water Stress Label,2050,opt,Low (<10%),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2050-opt-2,Water Depletion Label,2050,opt,Low (<5%),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2050-opt-3,Interannual Variability Label,2050,opt,Low - Medium (0.25-0.50),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2080-bau-1,Water Stress Label,2080,bau,Low (<10%),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2080-bau-2,Water Depletion Label,2080,bau,Low (<5%),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2080-bau-3,Interannual Variability Label,2080,bau,Low - Medium (0.25-0.50),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2080-pes-1,Water Stress Label,2080,pes,Low (<10%),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2080-pes-2,Water Depletion Label,2080,pes,Low (<5%),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2080-pes-3,Interannual Variability Label,2080,pes,Low - Medium (0.25-0.50),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2080-opt-1,Water Stress Label,2080,opt,Low (<10%),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2080-opt-2,Water Depletion Label,2080,opt,Low (<5%),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-be473617-2080-opt-3,Interannual Variability Label,2080,opt,Low - Medium (0.25-0.50),QC-MAIN-be473617,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3c468faa-2020-baseline-1,Water Stress Label,2020,baseline,Low (<10%),ON-MAIN-3c468faa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3c468faa-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),ON-MAIN-3c468faa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3c468faa-2020-baseline-3,Interannual Variability Label,2020,baseline,Low - Medium (0.25-0.50),ON-MAIN-3c468faa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3c468faa-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,ON-MAIN-3c468faa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3c468faa-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,High (1 to 5),ON-MAIN-3c468faa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3c468faa-2030-bau-1,Water Stress Label,2030,bau,Low (<10%),ON-MAIN-3c468faa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3c468faa-2030-bau-2,Water Depletion Label,2030,bau,Low (<5%),ON-MAIN-3c468faa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3c468faa-2030-bau-3,Interannual Variability Label,2030,bau,Medium - High (0.50-0.75),ON-MAIN-3c468faa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3c468faa-2030-pes-1,Water Stress Label,2030,pes,Low (<10%),ON-MAIN-3c468faa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3c468faa-2030-pes-2,Water Depletion Label,2030,pes,Low (<5%),ON-MAIN-3c468faa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3c468faa-2030-pes-3,Interannual Variability Label,2030,pes,Medium - High (0.50-0.75),ON-MAIN-3c468faa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3c468faa-2030-opt-1,Water Stress Label,2030,opt,Low (<10%),ON-MAIN-3c468faa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3c468faa-2030-opt-2,Water Depletion Label,2030,opt,Low (<5%),ON-MAIN-3c468faa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3c468faa-2030-opt-3,Interannual Variability Label,2030,opt,Medium - High (0.50-0.75),ON-MAIN-3c468faa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3c468faa-2050-bau-1,Water Stress Label,2050,bau,Low (<10%),ON-MAIN-3c468faa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3c468faa-2050-bau-2,Water Depletion Label,2050,bau,Low (<5%),ON-MAIN-3c468faa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3c468faa-2050-bau-3,Interannual Variability Label,2050,bau,Medium - High (0.50-0.75),ON-MAIN-3c468faa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3c468faa-2050-pes-1,Water Stress Label,2050,pes,Low (<10%),ON-MAIN-3c468faa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3c468faa-2050-pes-2,Water Depletion Label,2050,pes,Low (<5%),ON-MAIN-3c468faa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3c468faa-2050-pes-3,Interannual Variability Label,2050,pes,Medium - High (0.50-0.75),ON-MAIN-3c468faa,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3c468faa-2050-opt-1,Water Stress Label,2050,opt,Low (<10%),ON-MAIN-3c468faa,https://www.wri.org/data/aqueduct-global-maps-40-data
